Title,Author,PDF URL
Calibration tests in multi-class classification- A unifying framework,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1c336b8080f82bcc2cd2499b4c57261d-Abstract.html
Joint Optimization of Tree-based Index and Deep Model for Recommender Systems,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1c6a0198177bfcc9bd93f6aab94aad3c-Abstract.html
Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1cc8a8ea51cd0adddf5dab504a285915-Abstract.html
Globally Optimal Learning for Structured Elliptical Losses,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1cd035a313edec52ac8f69c27aba683f-Abstract.html
MixMatch- A Holistic Approach to Semi-Supervised Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1cd138d0499a68f4bb72bee04bbec2d7-Abstract.html
Preventing Gradient Attenuation in Lipschitz Constrained Convolutional Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1ce3e6e3f452828e23a0c94572bef9d9-Abstract.html
Learning to Confuse- Generating Training Time Adversarial Data with Auto-Encoder,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1ce83e5d4135b07c0b82afffbe2b3436-Abstract.html
Invariance-inducing regularization using worst-case transformations suffices to boost accuracy and spatial robustness,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d01bd2e16f57892f0954902899f0692-Abstract.html
Attentive State-Space Modeling of Disease Progression,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d0932d7f57ce74d9d9931a2c6db8a06-Abstract.html
On two ways to use determinantal point processes for Monte Carlo integration,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d54c76f48f146c3b2d66daf9d7f845e-Abstract.html
ADDIS- an adaptive discarding algorithm for online FDR control with conservative nulls,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d6408264d31d453d556c60fe7d0459e-Abstract.html
Controllable Text-to-Image Generation,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d72310edc006dadf2190caad5802983-Abstract.html
Exploring Algorithmic Fairness in Robust Graph Covering Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1d7c2aae840867027b7edd17b6aaa0e9-Abstract.html
Fast Convergence of Natural Gradient Descent for Over-Parameterized Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1da546f25222c1ee710cf7e2f7a3ff0c-Abstract.html
Reducing the variance in online optimization by transporting past gradients,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1dba5eed8838571e1c80af145184e515-Abstract.html
Deep Multi-State Dynamic Recurrent Neural Networks Operating on Wavelet Based Neural Features for Robust Brain Machine Interfaces,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e0feeaff84a19bf3936e693311fa66d-Abstract.html
Graph Normalizing Flows,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e44fdf9c44d7328fecc02d677ed704d-Abstract.html
Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e48c4420b7073bc11916c6c1de226bb-Abstract.html
Neural networks grown and self-organized by noise,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e6e0a04d20f50967c64dac2d639a577-Abstract.html
Likelihood Ratios for Out-of-Distribution Detection,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e79596878b2320cac26dd792a6c51c9-Abstract.html
Root Mean Square Layer Normalization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1e8a19426224ca89e83cef47f1e7f53b-Abstract.html
HyperGCN- A New Method For Training Graph Convolutional Networks on Hypergraphs,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1efa39bcaec6f3900149160693694536-Abstract.html
Asymptotics for Sketching in Least Squares Regression,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1f36c15d6a3d18d52e8d493bc8187cb9-Abstract.html
Gradient Dynamics of Shallow Univariate ReLU Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1f6419b1cbe79c71410cb320fc094775-Abstract.html
Chirality Nets for Human Pose Regression,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1f88c7c5d7d94ae08bd752aa3d82108b-Abstract.html
TAB-VCR- Tags and Attributes based VCR Baselines,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1fa6269f58898f0e809575c9a48747ef-Abstract.html
Multiclass Performance Metric Elicitation,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/1fd09c5f59a8ff35d499c0ee25a1d47e-Abstract.html
Assessing Social and Intersectional Biases in Contextualized Word Representations,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/201d546992726352471cfea6b0df0a48-Abstract.html
Likelihood-Free Overcomplete ICA and Applications In Causal Discovery,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/20885c72ca35d75619d6a378edea9f76-Abstract.html
MaCow- Masked Convolutional Generative Flow,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/20c86a628232a67e7bd46f76fba7ce12-Abstract.html
Batched Multi-armed Bandits Problem,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/20f07591c6fcb220ffe637cda29bb3f6-Abstract.html
High-Quality Self-Supervised Deep Image Denoising,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2119b8d43eafcf353e07d7cb5554170b-Abstract.html
Generalization in multitask deep neural classifiers- a statistical physics approach,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/216f44e2d28d4e175a194492bde9148f-Abstract.html
Causal Regularization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2172fde49301047270b2897085e4319d-Abstract.html
Locality-Sensitive Hashing for f-Divergences- Mutual Information Loss and Beyond,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/21b29648a47a45ad16bb0da0c004dfba-Abstract.html
Augmented Neural ODEs,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/21be9a4bd4f81549a9d1d241981cec3c-Abstract.html
Efficient Smooth Non-Convex Stochastic Compositional Optimization via Stochastic Recursive Gradient Descent,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/21ce689121e39821d07d04faab328370-Abstract.html
Regularizing Trajectory Optimization with Denoising Autoencoders,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/21fe5b8ba755eeaece7a450849876228-Abstract.html
Multi-Criteria Dimensionality Reduction with Applications to Fairness,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2201611d7a08ffda97e3e8c6b667a1bc-Abstract.html
Structured and Deep Similarity Matching via Structured and Deep Hebbian Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/222afbe0d68c61de60374b96f1d86715-Abstract.html
Neural Trust Region-Proximal Policy Optimization Attains Globally Optimal Policy,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/227e072d131ba77451d8f27ab9afdfb7-Abstract.html
ANODEV2- A Coupled Neural ODE Framework,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/227f6afd3b7f89b96c4bb91f95d50f6d-Abstract.html
Learning Neural Networks with Adaptive Regularization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2281f5c898351dbc6dace2ba201e7948-Abstract.html
Turbo Autoencoder- Deep learning based channel codes for point-to-point communication channels,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/228499b55310264a8ea0e27b6e7c6ab6-Abstract.html
DetNAS- Backbone Search for Object Detection,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/228b25587479f2fc7570428e8bcbabdc-Abstract.html
Nonlinear scaling of resource allocation in sensory bottlenecks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2297607a5db8576d5ad6bbd83696ff60-Abstract.html
What the Vec- Towards Probabilistically Grounded Embeddings,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/23755432da68528f115c9633c0d7834f-Abstract.html
Diffusion Improves Graph Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/23c894276a2c5a16470e6a31f4618d73-Abstract.html
Inverting Deep Generative models, One layer at a time,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/24389bfe4fe2eba8bf9aa9203a44cdad-Abstract.html
Sample Complexity of Learning Mixture of Sparse Linear Regressions,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/24646475ed957884ca39b0c1d9cc06b2-Abstract.html
A Convex Relaxation Barrier to Tight Robustness Verification of Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/246a3c5544feb054f3ea718f61adfa16-Abstract.html
A Latent Variational Framework for Stochastic Optimization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/248024541dbda1d3fd75fe49d1a4df4d-Abstract.html
Escaping from saddle points on Riemannian manifolds,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/24e01830d213d75deb99c22b9cd91ddd-Abstract.html
Solving a Class of Non-Convex Min-Max Games Using Iterative First Order Methods,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/25048eb6a33209cb5a815bff0cf6887c-Abstract.html
The Option Keyboard- Combining Skills in Reinforcement Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/251c5ffd6b62cc21c446c963c76cf214-Abstract.html
On Learning Over-parameterized Neural Networks- A Functional Approximation Perspective,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/253f7b5d921338af34da817c00f42753-Abstract.html
Modeling Tabular data using Conditional GAN,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/254ed7d2de3b23ab10936522dd547b78-Abstract.html
Painless Stochastic Gradient- Interpolation, Line-Search, and Convergence Rates,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2557911c1bf75c2b643afb4ecbfc8ec2-Abstract.html
Tight Regret Bounds for Model-Based Reinforcement Learning with Greedy Policies,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/25caef3a545a1fff2ff4055484f0e758-Abstract.html
Weighted Linear Bandits for Non-Stationary Environments,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/263fc48aae39f219b4c71d9d4bb4aed2-Abstract.html
Neural Lyapunov Control,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2647c1dba23bc0e0f9cdf75339e120d2-Abstract.html
Stochastic Variance Reduced Primal Dual Algorithms for Empirical Composition Optimization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/26b58a41da329e0cbde0cbf956640a58-Abstract.html
Hamiltonian Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/26cd8ecadce0d4efd6cc8a8725cbd1f8-Abstract.html
Better Transfer Learning with Inferred Successor Maps,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/274a10ffa06e434f2a94df765cac6bf4-Abstract.html
Random Quadratic Forms with Dependence- Applications to Restricted Isometry and Beyond,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2751fae77b24c37382cf6464173d145e-Abstract.html
Energy-Inspired Models- Learning with Sampler-Induced Distributions,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/28659414dab9eca0219dd592b8136434-Abstract.html
Data-Dependence of Plateau Phenomenon in Learning with Neural Network --- Statistical Mechanical Analysis,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/287e03db1d99e0ec2edb90d079e142f3-Abstract.html
Differentiable Cloth Simulation for Inverse Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/28f0b864598a1291557bed248a998d4e-Abstract.html
Detecting Overfitting via Adversarial Examples,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/28f7241796510e838db4a1384ae1279d-Abstract.html
Region-specific Diffeomorphic Metric Mapping,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/291597a100aadd814d197af4f4bab3a7-Abstract.html
Teaching Multiple Concepts to a Forgetful Learner,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2952351097998ac1240cb2ab7333a3d2-Abstract.html
Domain Generalization via Model-Agnostic Learning of Semantic Features,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2974788b53f73e7950e8aa49f3a306db-Abstract.html
Unconstrained Monotonic Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2a084e55c87b1ebcdaad1f62fdbbac8e-Abstract.html
Efficient Identification in Linear Structural Causal Models with Instrumental Cutsets,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2a845d4d23b883acb632fefd814e175f-Abstract.html
Temporal FiLM- Capturing Long-Range Sequence Dependencies with Feature-Wise Modulations.,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2afc4dfb14e55c6face649a1d0c1025b-Abstract.html
Convolution with even-sized kernels and symmetric padding,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2afe4567e1bf64d32a5527244d104cea-Abstract.html
Inducing brain-relevant bias in natural language processing models,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2b8501af7b64d1aaae7dd832805f0709-Abstract.html
SMILe- Scalable Meta Inverse Reinforcement Learning through Context-Conditional Policies,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2b8f621e9244cea5007bac8f5d50e476-Abstract.html
Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2bc8ae25856bc2a6a1333d1331a3b7a6-Abstract.html
Exploring Unexplored Tensor Network Decompositions for Convolutional Neural Networks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2bd2e3373dce441c6c3bfadd1daa953e-Abstract.html
Interval timing in deep reinforcement learning agents,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2bf283c05b601f21364d052ca0ec798d-Abstract.html
Shaping Belief States with Generative Environment Models for RL,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2c048d74b3410237704eb7f93a10c9d7-Abstract.html
Uncertainty-based Continual Learning with Adaptive Regularization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2c3ddf4bf13852db711dd1901fb517fa-Abstract.html
Implicit Posterior Variational Inference for Deep Gaussian Processes,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2c463dfdde588f3bfc60d53118c10d6b-Abstract.html
Are Sixteen Heads Really Better than One-,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2c601ad9d2ff9bc8b282670cdd54f69f-Abstract.html
Model Compression with Adversarial Robustness- A Unified Optimization Framework,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2ca65f58e35d9ad45bf7f3ae5cfd08f1-Abstract.html
Subspace Attack- Exploiting Promising Subspaces for Query-Efficient Black-box Attacks,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2cad8fa47bbef282badbb8de5374b894-Abstract.html
Combinatorial Bayesian Optimization using the Graph Cartesian Product,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2cb6b10338a7fc4117a80da24b582060-Abstract.html
Sample Adaptive MCMC,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2cfa8f9e50e0f510ede9d12338a5f564-Abstract.html
Tree-Sliced Variants of Wasserstein Distances,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2d36b5821f8affc6868b59dfc9af6c9f-Abstract.html
Integrating Markov processes with structural causal modeling enables counterfactual inference in complex systems,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2d44e06a7038f2dd98f0f54c4be35e22-Abstract.html
An Adaptive Empirical Bayesian Method for Sparse Deep Learning,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2d71b2ae158c7c5912cc0bbde2bb9d95-Abstract.html
Topology-Preserving Deep Image Segmentation,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2d95666e2649fcfc6e3af75e09f5adb9-Abstract.html
Stacked Capsule Autoencoders,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2e0d41e02c5be4668ec1b0730b3346a8-Abstract.html
Progressive Augmentation of GANs,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2e2c080d5490760af59d0baf5acbb84e-Abstract.html
Online sampling from log-concave distributions,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2e65f2f2fdaf6c699b223c61b1b5ab89-Abstract.html
Practical Two-Step Lookahead Bayesian Optimization,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2e6d9c6052e99fcdfa61d9b9da273ca2-Abstract.html
Generalized Block-Diagonal Structure Pursuit- Learning Soft Latent Task Assignment against Negative Transfer,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2ecd2bd94734e5dd392d8678bc64cdab-Abstract.html
Regret Bounds for Thompson Sampling in Episodic Restless Bandit Problems,Unknown Author,https://papers.nips.cc/paper_files/paper/2019/hash/2edfeadfe636973b42d7b6ac315b896c-Abstract.html
